transaction_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,country,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,total_amount,payment_method,shipping_status
5274,CA-2024-0274,2023-12-12,2023-10-02,Express,1318,Consumer,USA,Batesburgh,Illinois,P3596,Furniture,Laptops,Sign Phone,1527.16,1,0.72,132.15,Bank Transfer,Cancelled
5275,CA-2024-0275,2023-03-25,2023-10-07,Same Day,1009,Corporate,USA,Mariaborough,Arizona,P3395,Office Supplies,Smartphones,Everything Monitor,1732.86,2,6.83,1103.58,Credit Card,In Transit
5276,CA-2024-0276,2023-06-27,2023-11-29,Same Day,1087,Corporate,USA,Lake Christopher,Maine,P3751,Furniture,Printers,Adult Phone,830.57,4,19.81,2338.15,Debit Card,Cancelled
5277,CA-2024-0277,2023-05-11,2023-04-06,Standard,1774,Corporate,USA,East Jenniferborough,South Dakota,P3107,Furniture,Printers,Reality Monitor,2069.96,2,8.46,2298.84,Debit Card,Cancelled
5278,CA-2024-0278,2024-11-13,2024-03-24,Standard,1244,Home Office,USA,South Michaelville,Arizona,P3900,Furniture,Chairs,Contain Phone,1922.48,4,18.36,2141.97,Bank Transfer,Shipped
5279,CA-2024-0279,2024-11-07,2024-03-18,Express,1332,Home Office,USA,Huffburgh,Oklahoma,P3369,Office Supplies,Tables,Church Phone,2026.25,1,11.85,259.43,Debit Card,Cancelled
5280,CA-2024-0280,2024-03-12,2023-03-30,Standard,1574,Consumer,USA,Vaughnport,Colorado,P3326,Office Supplies,Tables,Would Desk,406.16,4,13.45,1657.73,Debit Card,In Transit
5281,CA-2024-0281,2023-09-17,2023-08-18,Express,1561,Consumer,USA,Amyville,South Carolina,P3241,Furniture,Smartphones,Cold Monitor,2074.19,3,7.62,1966.46,Bank Transfer,Cancelled
5282,CA-2024-0282,2025-02-11,2024-01-18,Same Day,1542,Consumer,USA,New Kyle,Indiana,P3709,Office Supplies,Printers,Table Phone,109.28,5,15.86,809.42,PayPal,Cancelled
5283,CA-2024-0283,2023-08-24,2024-03-17,Express,1863,Corporate,USA,Port Jesse,Washington,P3799,Electronics,Tables,Year Phone,2467.86,3,19.69,1953.87,Debit Card,In Transit
5284,CA-2024-0284,2024-04-24,2024-04-07,Same Day,1658,Home Office,USA,Wardshire,Michigan,P3216,Electronics,Printers,Room Phone,1147.97,3,1.99,319.86,Debit Card,In Transit
5285,CA-2024-0285,2023-05-12,2024-09-07,Same Day,1721,Home Office,USA,Alexandermouth,Pennsylvania,P3318,Electronics,Chairs,Senior Desk,267.57,2,11.69,428.69,PayPal,Delivered
5286,CA-2024-0286,2023-05-14,2024-11-09,Same Day,1541,Home Office,USA,East Brad,Wisconsin,P3877,Furniture,Printers,Former Phone,84.94,1,16.71,157.02,Bank Transfer,Cancelled
5287,CA-2024-0287,2024-03-10,2023-03-29,Express,1485,Home Office,USA,Kirkchester,Nebraska,P3832,Furniture,Printers,Late Monitor,275.92,3,19.32,2014.76,PayPal,Cancelled
5288,CA-2024-0288,2024-10-30,2025-02-11,Same Day,1829,Consumer,USA,Carlosstad,Texas,P3977,Furniture,Printers,Box Monitor,907.38,3,7.19,679.42,Bank Transfer,Shipped
5289,CA-2024-0289,2024-09-09,2025-01-30,Express,1599,Corporate,USA,Kimland,North Dakota,P3318,Furniture,Laptops,Still Printer,2068.58,4,13.53,2354.95,Debit Card,Cancelled
5290,CA-2024-0290,2023-06-03,2023-05-11,Same Day,1351,Consumer,USA,Foxburgh,Montana,P3793,Electronics,Printers,Finally Printer,1303.79,3,19.07,1117.95,Bank Transfer,Delivered
5291,CA-2024-0291,2024-03-20,2024-04-20,Standard,1850,Corporate,USA,Munozborough,West Virginia,P3596,Furniture,Chairs,Finally Printer,1911.0,4,14.81,876.4,PayPal,In Transit
5292,CA-2024-0292,2024-04-24,2023-12-04,Same Day,1879,Corporate,USA,Masonborough,Texas,P3216,Electronics,Printers,Never Phone,2434.78,5,6.5,1716.36,Bank Transfer,Cancelled
5293,CA-2024-0293,2024-11-12,2024-04-16,Standard,1556,Consumer,USA,Port Richard,Louisiana,P3107,Office Supplies,Chairs,May Desk,1173.95,3,0.37,1193.29,Credit Card,In Transit
5294,CA-2024-0294,2024-02-29,2024-06-28,Express,1289,Home Office,USA,North Regina,North Dakota,P3410,Office Supplies,Tables,Military Laptop,1966.0,4,11.39,685.84,PayPal,In Transit
5295,CA-2024-0295,2023-05-21,2023-03-22,Same Day,1633,Corporate,USA,East Arthur,Ohio,P3206,Office Supplies,Chairs,Coach Monitor,299.67,4,0.56,967.52,PayPal,Delivered
5296,CA-2024-0296,2024-06-06,2024-08-22,Express,1445,Corporate,USA,West Anthony,Texas,P3665,Office Supplies,Printers,Process Phone,452.68,3,4.3,378.45,Credit Card,Delivered
5297,CA-2024-0297,2024-05-20,2024-03-16,Same Day,1043,Corporate,USA,Santoston,Rhode Island,P3926,Office Supplies,Chairs,Consider Laptop,1400.24,4,7.01,403.14,Credit Card,Delivered
5298,CA-2024-0298,2023-12-17,2024-08-08,Express,1241,Corporate,USA,East Stephanie,Alabama,P3432,Furniture,Chairs,Than Monitor,96.25,2,7.49,1460.8,Bank Transfer,Cancelled
5299,CA-2024-0299,2024-05-24,2023-10-16,Same Day,1020,Consumer,USA,East Dannyberg,Minnesota,P3364,Electronics,Tables,Society Phone,2091.71,3,15.85,2045.47,Debit Card,Cancelled
5300,CA-2024-0300,2023-03-13,2023-12-10,Standard,1824,Corporate,USA,West Robertburgh,New Mexico,P3069,Furniture,Printers,Light Monitor,776.78,4,11.71,2394.78,Debit Card,In Transit
5301,CA-2024-0301,2024-01-30,2024-10-02,Standard,1831,Consumer,USA,North Richardport,Missouri,P3123,Office Supplies,Chairs,Also Monitor,680.69,5,14.98,1982.71,Debit Card,Delivered
5302,CA-2024-0302,2024-11-16,2024-11-05,Same Day,1559,Corporate,USA,New Jordan,Illinois,P3495,Electronics,Smartphones,If Laptop,1970.16,5,15.2,1867.35,PayPal,Shipped
5303,CA-2024-0303,2023-05-30,2024-08-22,Express,1713,Corporate,USA,West Jody,North Carolina,P3067,Electronics,Laptops,Effect Desk,817.15,5,11.95,2217.81,Debit Card,Delivered
5304,CA-2024-0304,2024-08-03,2023-11-21,Same Day,1501,Consumer,USA,Cobbchester,Arizona,P3717,Office Supplies,Smartphones,Continue Printer,1536.86,2,17.88,363.19,Credit Card,Cancelled
5305,CA-2024-0305,2023-09-01,2023-11-02,Express,1058,Consumer,USA,Powellburgh,New Jersey,P3414,Furniture,Laptops,Seven Laptop,565.04,1,6.7,164.38,Credit Card,Shipped
5306,CA-2024-0306,2025-01-20,2024-08-24,Same Day,1006,Corporate,USA,East Davidport,North Dakota,P3673,Office Supplies,Chairs,Sure Laptop,1095.19,4,18.79,1717.52,Bank Transfer,Delivered
5307,CA-2024-0307,2023-09-13,2024-06-27,Express,1160,Consumer,USA,East Angela,New York,P3774,Furniture,Laptops,Include Monitor,1338.12,4,1.46,1709.71,Credit Card,In Transit
5308,CA-2024-0308,2024-03-07,2024-07-04,Same Day,1470,Consumer,USA,South Melissaburgh,California,P3611,Office Supplies,Smartphones,Similar Printer,1002.62,1,3.32,1032.55,PayPal,Shipped
5309,CA-2024-0309,2024-02-11,2024-11-27,Express,1448,Consumer,USA,Lake Johnbury,Maine,P3493,Furniture,Printers,Leader Desk,590.93,5,16.95,1350.92,Credit Card,Cancelled
5310,CA-2024-0310,2023-06-22,2023-08-26,Express,1225,Consumer,USA,Torresfort,New Hampshire,P3885,Electronics,Tables,Summer Monitor,2267.48,2,14.43,1114.67,Debit Card,In Transit
5311,CA-2024-0311,2024-08-16,2024-12-26,Same Day,1111,Consumer,USA,North Patrick,New Mexico,P3717,Electronics,Smartphones,Part Desk,1686.55,5,15.91,1181.08,PayPal,Cancelled
5312,CA-2024-0312,2023-05-19,2023-09-22,Standard,1226,Home Office,USA,South Joseph,Virginia,P3274,Office Supplies,Tables,Teach Laptop,2443.68,5,13.61,483.29,Debit Card,In Transit
5313,CA-2024-0313,2024-03-24,2025-02-01,Express,1594,Consumer,USA,North Eric,Colorado,P3143,Electronics,Smartphones,Without Printer,600.86,5,15.66,2236.12,Credit Card,Delivered
5314,CA-2024-0314,2024-09-27,2024-02-23,Express,1460,Home Office,USA,Pearsonfort,Hawaii,P3549,Office Supplies,Tables,Admit Laptop,314.96,4,4.54,1721.33,Bank Transfer,Shipped
5315,CA-2024-0315,2023-12-26,2023-09-08,Express,1988,Consumer,USA,Kevintown,Massachusetts,P3487,Electronics,Printers,Perform Monitor,2316.26,3,7.14,1632.56,Credit Card,Cancelled
5316,CA-2024-0316,2023-11-09,2023-11-26,Express,1911,Consumer,USA,North Aaronville,Arkansas,P3470,Furniture,Laptops,Others Laptop,1819.56,4,11.38,903.64,PayPal,In Transit
5317,CA-2024-0317,2023-09-21,2024-06-05,Standard,1013,Consumer,USA,Clarkchester,Florida,P3231,Furniture,Tables,Happy Laptop,809.2,3,9.05,1461.56,Bank Transfer,Delivered
5318,CA-2024-0318,2024-10-04,2024-06-20,Standard,1156,Corporate,USA,Jeremystad,Alaska,P3580,Office Supplies,Tables,Skill Phone,611.63,4,17.17,1963.84,PayPal,In Transit
5319,CA-2024-0319,2024-05-23,2023-07-26,Express,1461,Consumer,USA,Maryberg,Hawaii,P3902,Furniture,Printers,Indeed Phone,1380.12,5,10.83,1182.46,Debit Card,Cancelled
5320,CA-2024-0320,2023-10-31,2023-05-13,Standard,1449,Consumer,USA,North Meganmouth,Delaware,P3455,Furniture,Laptops,Upon Printer,624.18,4,6.69,1961.75,Bank Transfer,Shipped
5321,CA-2024-0321,2024-04-25,2024-02-17,Express,1986,Home Office,USA,Lake Ericmouth,Colorado,P3355,Electronics,Chairs,Worry Monitor,578.1,1,10.12,1390.8,PayPal,Delivered
5322,CA-2024-0322,2023-06-28,2024-04-30,Express,1170,Corporate,USA,Jesushaven,Wyoming,P3795,Office Supplies,Tables,Hospital Phone,260.43,4,7.98,1740.01,PayPal,Shipped
5323,CA-2024-0323,2024-05-18,2024-10-04,Standard,1919,Home Office,USA,West Cherylmouth,California,P3750,Office Supplies,Smartphones,Court Phone,2437.1,5,8.79,2492.33,Debit Card,Delivered
5324,CA-2024-0324,2023-11-02,2024-07-12,Standard,1656,Consumer,USA,Lake Kristy,Minnesota,P3965,Office Supplies,Smartphones,Thought Desk,242.19,5,13.78,2126.32,Credit Card,In Transit
5325,CA-2024-0325,2023-12-14,2023-07-14,Same Day,1237,Home Office,USA,Port Georgeburgh,Pennsylvania,P3183,Furniture,Chairs,Want Printer,2408.85,1,8.2,497.55,PayPal,In Transit
5326,CA-2024-0326,2024-01-03,2023-05-15,Same Day,1922,Corporate,USA,East Mary,New Mexico,P3213,Furniture,Laptops,Represent Desk,2252.42,1,5.91,359.46,Credit Card,Delivered
5327,CA-2024-0327,2024-03-16,2025-02-01,Standard,1651,Home Office,USA,North Samanthahaven,Kentucky,P3580,Electronics,Smartphones,Action Phone,2424.89,3,17.54,2339.9,PayPal,Delivered
5328,CA-2024-0328,2024-11-16,2024-08-07,Express,1321,Consumer,USA,Knightport,Louisiana,P3471,Electronics,Tables,Arrive Printer,950.94,3,17.6,292.78,PayPal,Cancelled
5329,CA-2024-0329,2024-09-12,2023-05-05,Standard,1044,Corporate,USA,Williamstown,Texas,P3280,Furniture,Chairs,At Monitor,1501.44,5,6.29,1947.9,PayPal,Delivered
5330,CA-2024-0330,2024-03-08,2024-02-16,Express,1268,Corporate,USA,Trevinoburgh,Oregon,P3909,Electronics,Printers,Baby Desk,2366.12,2,2.15,560.64,Debit Card,In Transit
5331,CA-2024-0331,2025-02-20,2023-06-14,Same Day,1254,Corporate,USA,New Christina,West Virginia,P3122,Office Supplies,Laptops,Fund Phone,1236.79,1,1.77,1600.25,Credit Card,Delivered
5332,CA-2024-0332,2023-06-01,2023-06-27,Standard,1452,Corporate,USA,Port Ginaton,Wyoming,P3360,Office Supplies,Chairs,Itself Phone,1256.17,5,14.34,2087.94,Bank Transfer,Shipped
5333,CA-2024-0333,2024-12-18,2024-07-21,Same Day,1595,Consumer,USA,Mortonmouth,Arkansas,P3379,Office Supplies,Chairs,Than Laptop,2245.12,2,9.9,2097.12,PayPal,Delivered
5334,CA-2024-0334,2023-06-03,2024-08-18,Same Day,1627,Home Office,USA,Marshallfort,New Jersey,P3680,Electronics,Tables,Resource Desk,1804.91,4,7.36,1085.8,Credit Card,Cancelled
5335,CA-2024-0335,2024-05-18,2024-08-08,Express,1032,Consumer,USA,New Julie,Utah,P3830,Furniture,Chairs,Force Desk,2024.18,1,4.03,928.21,Bank Transfer,Shipped
5336,CA-2024-0336,2024-06-07,2024-07-08,Standard,1314,Home Office,USA,New Annashire,Kansas,P3205,Electronics,Laptops,Perhaps Desk,2103.55,5,2.29,319.12,PayPal,Cancelled
5337,CA-2024-0337,2023-12-17,2024-07-06,Express,1669,Home Office,USA,East Jennifer,Massachusetts,P3289,Office Supplies,Laptops,Song Desk,967.69,2,16.39,425.73,Bank Transfer,Shipped
5338,CA-2024-0338,2023-07-31,2024-02-22,Standard,1966,Consumer,USA,Jenniferborough,Ohio,P3752,Electronics,Smartphones,Reveal Phone,651.92,5,8.87,2004.12,Debit Card,Shipped
5339,CA-2024-0339,2025-02-20,2023-07-19,Standard,1344,Corporate,USA,Garyfort,Montana,P3438,Electronics,Laptops,Out Monitor,958.24,3,4.53,214.28,Credit Card,Cancelled
5340,CA-2024-0340,2024-03-15,2025-01-23,Express,1670,Consumer,USA,Curtisside,North Dakota,P3347,Office Supplies,Printers,Wait Phone,1424.18,5,12.61,1719.13,Credit Card,Cancelled
5341,CA-2024-0341,2025-01-08,2024-02-15,Same Day,1162,Home Office,USA,West David,Missouri,P3444,Electronics,Smartphones,Culture Printer,1580.93,1,12.8,2198.84,Debit Card,Delivered
5342,CA-2024-0342,2024-08-31,2024-02-26,Standard,1854,Consumer,USA,Lake Morgan,Georgia,P3715,Furniture,Laptops,Government Laptop,1914.64,5,4.57,1708.34,Bank Transfer,Delivered
5343,CA-2024-0343,2024-01-05,2024-05-13,Standard,1462,Consumer,USA,Susanberg,New York,P3244,Furniture,Tables,Many Monitor,1878.21,1,5.11,2446.79,Bank Transfer,Cancelled
5344,CA-2024-0344,2023-04-08,2023-09-10,Standard,1423,Consumer,USA,Walkertown,Vermont,P3025,Office Supplies,Laptops,Probably Printer,874.97,3,2.01,2035.79,Bank Transfer,In Transit
5345,CA-2024-0345,2023-09-25,2023-06-29,Standard,1006,Home Office,USA,Summerston,Alaska,P3941,Office Supplies,Printers,You Phone,1580.36,5,1.56,1588.9,Credit Card,Cancelled
5346,CA-2024-0346,2023-06-02,2023-08-14,Standard,1688,Corporate,USA,Port Sean,Tennessee,P3759,Electronics,Chairs,Daughter Printer,2285.95,1,12.41,764.63,PayPal,In Transit
5347,CA-2024-0347,2024-03-09,2024-09-11,Express,1859,Corporate,USA,Carrilloville,Nebraska,P3924,Furniture,Printers,Just Printer,1143.92,5,13.13,598.66,Bank Transfer,Cancelled
5348,CA-2024-0348,2023-03-05,2023-03-31,Standard,1338,Corporate,USA,New Ericburgh,Arizona,P3012,Office Supplies,Tables,Team Monitor,1487.59,5,14.45,2184.7,Bank Transfer,In Transit
5349,CA-2024-0349,2023-06-03,2023-11-26,Standard,1763,Consumer,USA,Bridgetstad,Oklahoma,P3688,Electronics,Laptops,Reason Monitor,2372.78,4,3.53,416.36,Bank Transfer,Cancelled
5350,CA-2024-0350,2024-10-24,2024-01-28,Standard,1719,Corporate,USA,Flynnfort,New York,P3585,Office Supplies,Laptops,Soldier Desk,366.37,1,1.2,997.04,Credit Card,In Transit
5351,CA-2024-0351,2024-03-09,2023-08-23,Express,1145,Consumer,USA,Port Jennifermouth,Colorado,P3464,Furniture,Smartphones,Impact Desk,1216.83,2,18.39,432.77,PayPal,Delivered
5352,CA-2024-0352,2023-12-05,2024-08-15,Express,1333,Corporate,USA,New Ashley,New Jersey,P3921,Office Supplies,Smartphones,Job Desk,999.34,1,9.8,1421.41,Credit Card,Delivered
5353,CA-2024-0353,2023-10-22,2023-06-25,Same Day,1478,Home Office,USA,Garciabury,Minnesota,P3324,Electronics,Tables,Free Printer,61.81,5,12.71,357.1,Credit Card,Delivered
5354,CA-2024-0354,2024-09-18,2024-08-02,Express,1116,Corporate,USA,Chanburgh,New Hampshire,P3479,Office Supplies,Smartphones,However Desk,646.23,5,0.56,2037.61,Bank Transfer,Cancelled
5355,CA-2024-0355,2025-01-28,2024-12-26,Same Day,1077,Home Office,USA,Meyerton,Maryland,P3183,Office Supplies,Printers,Language Phone,340.2,1,9.8,1970.6,Credit Card,Delivered
5356,CA-2024-0356,2024-03-06,2024-02-05,Same Day,1919,Corporate,USA,Cartermouth,New Mexico,P3287,Office Supplies,Printers,Direction Monitor,1082.97,2,10.04,867.69,Bank Transfer,Cancelled
5357,CA-2024-0357,2025-02-25,2024-04-26,Same Day,1594,Consumer,USA,South Ianmouth,Colorado,P3806,Electronics,Smartphones,Section Phone,2142.75,5,6.76,1194.2,Credit Card,Shipped
5358,CA-2024-0358,2023-08-24,2024-01-23,Standard,1432,Consumer,USA,Rebeccaville,Rhode Island,P3916,Electronics,Printers,Yeah Phone,925.65,1,10.2,1291.11,Debit Card,Delivered
5359,CA-2024-0359,2024-11-03,2024-04-16,Standard,1533,Corporate,USA,Port Alan,Oklahoma,P3912,Furniture,Chairs,Authority Desk,326.75,3,18.22,1461.0,Debit Card,Delivered
5360,CA-2024-0360,2024-01-18,2024-12-17,Standard,1755,Home Office,USA,West Calebport,Florida,P3191,Furniture,Chairs,Go Desk,549.13,2,6.06,1711.07,Credit Card,Shipped
5361,CA-2024-0361,2023-07-21,2023-05-07,Standard,1780,Corporate,USA,Ashleymouth,Illinois,P3545,Office Supplies,Printers,Eye Laptop,52.35,3,18.73,1953.1,PayPal,Shipped
5362,CA-2024-0362,2024-03-21,2023-06-03,Same Day,1728,Consumer,USA,Wardshire,West Virginia,P3254,Electronics,Laptops,Clearly Monitor,1375.39,4,1.25,1409.79,Credit Card,Cancelled
5363,CA-2024-0363,2024-02-29,2024-11-19,Express,1953,Corporate,USA,Elliotttown,Iowa,P3363,Electronics,Printers,Coach Laptop,89.82,2,3.96,1912.66,PayPal,Cancelled
5364,CA-2024-0364,2024-02-25,2024-10-12,Standard,1277,Home Office,USA,Jonesmouth,Vermont,P3353,Furniture,Printers,Large Desk,1789.7,4,13.32,1410.59,Credit Card,Cancelled
5365,CA-2024-0365,2024-06-26,2024-11-22,Express,1571,Home Office,USA,Port Raymondstad,Idaho,P3993,Furniture,Printers,Take Monitor,104.81,3,10.14,1854.61,Bank Transfer,Shipped
5366,CA-2024-0366,2023-08-02,2024-01-31,Express,1025,Consumer,USA,West Steve,Washington,P3179,Office Supplies,Smartphones,Line Monitor,2058.09,2,17.23,1069.44,Bank Transfer,Cancelled
5367,CA-2024-0367,2024-05-26,2024-04-01,Standard,1002,Home Office,USA,Matthewmouth,North Dakota,P3382,Office Supplies,Smartphones,When Phone,2044.1,3,6.97,1080.12,PayPal,In Transit
5368,CA-2024-0368,2024-02-07,2024-03-05,Standard,1457,Home Office,USA,East Gabriella,New Hampshire,P3325,Office Supplies,Printers,White Printer,683.99,5,19.07,2166.53,PayPal,Delivered
5369,CA-2024-0369,2024-03-14,2024-10-21,Express,1659,Home Office,USA,New Brenda,Arizona,P3548,Office Supplies,Chairs,Really Laptop,794.86,3,4.48,383.42,Credit Card,Shipped
5370,CA-2024-0370,2023-07-26,2024-06-20,Same Day,1559,Home Office,USA,Scottfort,California,P3087,Office Supplies,Printers,Author Laptop,2104.32,3,7.52,2295.78,PayPal,Cancelled
5371,CA-2024-0371,2024-08-26,2024-09-18,Express,1030,Home Office,USA,East Debraburgh,Ohio,P3367,Office Supplies,Printers,Most Desk,1226.34,4,19.41,1324.95,Credit Card,Delivered
5372,CA-2024-0372,2023-04-09,2023-05-20,Standard,1828,Corporate,USA,Odomstad,Montana,P3563,Electronics,Tables,Himself Monitor,1003.39,4,13.44,58.37,PayPal,In Transit
5373,CA-2024-0373,2024-07-17,2024-09-23,Standard,1278,Consumer,USA,North John,Virginia,P3895,Electronics,Printers,Item Printer,807.25,2,14.59,872.01,PayPal,Shipped
5374,CA-2024-0374,2023-08-28,2023-04-16,Standard,1918,Corporate,USA,North Lisaport,Washington,P3930,Furniture,Printers,Military Laptop,1637.05,1,15.65,1954.49,Credit Card,Delivered
5375,CA-2024-0375,2024-05-26,2023-11-16,Standard,1230,Consumer,USA,South Wendy,North Carolina,P3701,Electronics,Tables,Take Phone,1539.89,5,0.98,869.44,Bank Transfer,In Transit
5376,CA-2024-0376,2024-08-16,2023-04-22,Standard,1122,Corporate,USA,Greenehaven,Utah,P3120,Office Supplies,Tables,Always Phone,1206.6,2,13.39,1016.44,Debit Card,Cancelled
5377,CA-2024-0377,2024-02-11,2024-04-14,Standard,1521,Consumer,USA,Port Crystal,Idaho,P3378,Electronics,Chairs,Firm Monitor,1602.52,3,9.46,2342.08,Credit Card,In Transit
5378,CA-2024-0378,2023-03-07,2024-02-06,Standard,1969,Corporate,USA,Farrellmouth,Florida,P3220,Furniture,Printers,Research Desk,2165.08,3,17.71,1734.46,Bank Transfer,Shipped
5379,CA-2024-0379,2025-01-19,2023-08-10,Express,1492,Home Office,USA,Gardnerhaven,New Hampshire,P3181,Office Supplies,Laptops,Wife Laptop,1040.57,1,5.26,2282.87,Bank Transfer,Cancelled
5380,CA-2024-0380,2023-08-18,2024-07-10,Express,1679,Corporate,USA,New Lynnbury,Delaware,P3717,Electronics,Smartphones,Life Monitor,645.58,5,8.66,1600.67,Credit Card,In Transit
5381,CA-2024-0381,2024-01-12,2024-06-04,Express,1528,Corporate,USA,Port Mary,Texas,P3286,Office Supplies,Tables,Important Desk,1237.57,3,5.41,754.75,PayPal,Shipped
5382,CA-2024-0382,2023-10-15,2024-01-09,Same Day,1943,Corporate,USA,New Rachelstad,Nevada,P3859,Furniture,Smartphones,Free Desk,492.13,1,6.5,1906.38,PayPal,Delivered
5383,CA-2024-0383,2024-03-07,2024-02-14,Same Day,1057,Corporate,USA,East Lauraside,Mississippi,P3173,Electronics,Printers,Shoulder Monitor,765.05,3,4.16,631.08,PayPal,In Transit
5384,CA-2024-0384,2023-07-30,2023-10-13,Express,1993,Consumer,USA,Lake Patriciafort,Texas,P3027,Office Supplies,Chairs,Security Laptop,1910.42,1,17.75,2014.48,Debit Card,Cancelled
5385,CA-2024-0385,2024-05-09,2025-01-12,Same Day,1049,Home Office,USA,West Jacob,North Carolina,P3646,Electronics,Printers,Try Phone,713.29,2,3.55,301.06,Debit Card,In Transit
5386,CA-2024-0386,2024-01-16,2023-11-24,Same Day,1126,Consumer,USA,Alanshire,Wisconsin,P3474,Electronics,Printers,Economic Laptop,1750.66,4,11.25,472.95,Credit Card,In Transit
5387,CA-2024-0387,2025-01-30,2023-11-05,Standard,1943,Corporate,USA,Robertland,South Dakota,P3403,Electronics,Smartphones,Player Printer,1884.45,1,10.07,2115.98,PayPal,In Transit
5388,CA-2024-0388,2023-09-10,2024-11-11,Express,1126,Home Office,USA,New Erin,New York,P3797,Electronics,Chairs,Decision Monitor,2490.57,5,3.61,201.7,Bank Transfer,In Transit
5389,CA-2024-0389,2024-11-20,2023-05-04,Same Day,1993,Home Office,USA,South Julie,Washington,P3394,Electronics,Printers,From Printer,877.06,2,6.61,1718.69,Credit Card,Delivered
5390,CA-2024-0390,2023-11-02,2024-03-16,Express,1461,Home Office,USA,North Nicholas,Rhode Island,P3064,Electronics,Smartphones,Affect Desk,1647.64,3,16.17,1017.51,Debit Card,Cancelled
5391,CA-2024-0391,2024-06-19,2024-10-09,Standard,1721,Corporate,USA,South Kennethville,Wyoming,P3451,Office Supplies,Tables,Stop Monitor,1019.09,1,14.12,1886.87,Bank Transfer,Delivered
5392,CA-2024-0392,2024-05-08,2024-11-03,Express,1893,Home Office,USA,Moralesside,Nebraska,P3300,Furniture,Printers,Care Desk,2114.04,4,3.02,2257.06,PayPal,Cancelled
5393,CA-2024-0393,2024-03-07,2023-11-08,Same Day,1131,Home Office,USA,Joshuamouth,Florida,P3597,Electronics,Smartphones,Project Phone,1781.64,3,9.88,2376.49,Debit Card,In Transit
5394,CA-2024-0394,2025-01-18,2024-11-26,Standard,1649,Home Office,USA,Roberthaven,Montana,P3804,Furniture,Laptops,Talk Laptop,1539.92,5,4.79,668.1,Credit Card,Shipped
5395,CA-2024-0395,2025-01-28,2023-11-08,Express,1550,Corporate,USA,Wilkinsburgh,Alabama,P3548,Electronics,Tables,I Printer,2289.15,1,17.5,511.14,Bank Transfer,Delivered
5396,CA-2024-0396,2025-01-17,2023-05-27,Standard,1111,Consumer,USA,Randyview,Arizona,P3112,Office Supplies,Chairs,That Laptop,1623.24,3,19.87,1099.75,PayPal,Delivered
5397,CA-2024-0397,2024-08-02,2024-11-20,Express,1096,Consumer,USA,Jennifermouth,Georgia,P3757,Electronics,Printers,Listen Phone,571.24,5,1.26,146.32,PayPal,Delivered
5398,CA-2024-0398,2024-08-29,2025-02-05,Same Day,1469,Home Office,USA,East Leah,Oklahoma,P3326,Electronics,Chairs,Kid Laptop,1489.49,2,17.87,1486.93,Bank Transfer,Cancelled
5399,CA-2024-0399,2024-04-16,2024-10-24,Express,1752,Consumer,USA,West David,New Jersey,P3089,Office Supplies,Printers,True Phone,696.08,1,9.63,777.09,Credit Card,Delivered
5400,CA-2024-0400,2024-02-15,2024-02-21,Express,1606,Corporate,USA,Sherriview,Delaware,P3181,Electronics,Printers,Cell Desk,2370.15,2,6.85,2006.56,Debit Card,Delivered
5401,CA-2024-0401,2024-03-20,2024-05-06,Same Day,1966,Corporate,USA,Katrinahaven,Arizona,P3637,Office Supplies,Laptops,Get Laptop,1445.15,4,6.47,285.88,PayPal,Shipped
5402,CA-2024-0402,2024-03-11,2025-01-27,Same Day,1551,Home Office,USA,Scottborough,Alaska,P3598,Furniture,Printers,Congress Desk,2309.77,1,16.51,1049.56,PayPal,Delivered
5403,CA-2024-0403,2023-11-26,2023-07-28,Standard,1035,Home Office,USA,Georgeport,Wyoming,P3404,Office Supplies,Chairs,Fear Monitor,689.92,4,3.4,895.45,Debit Card,Shipped
5404,CA-2024-0404,2024-02-22,2025-02-08,Standard,1046,Consumer,USA,Elizabethmouth,Alaska,P3999,Electronics,Smartphones,Natural Phone,1575.57,2,8.88,1853.74,Debit Card,In Transit
5405,CA-2024-0405,2023-08-13,2023-12-18,Same Day,1643,Consumer,USA,Abigailville,Vermont,P3517,Office Supplies,Laptops,Top Desk,293.6,3,18.3,2300.87,Credit Card,In Transit
5406,CA-2024-0406,2023-10-27,2024-07-30,Express,1673,Corporate,USA,Jeffreyhaven,Nevada,P3424,Office Supplies,Printers,Modern Laptop,1523.68,5,17.11,158.42,Credit Card,Shipped
5407,CA-2024-0407,2024-09-05,2024-08-02,Express,1520,Consumer,USA,West Sarahmouth,Hawaii,P3322,Furniture,Chairs,Present Laptop,1220.65,4,14.54,1517.93,Credit Card,In Transit
5408,CA-2024-0408,2024-09-05,2023-04-18,Standard,1775,Corporate,USA,Port Ashley,Connecticut,P3304,Office Supplies,Printers,Conference Monitor,1477.76,1,14.57,1109.77,PayPal,Shipped
5409,CA-2024-0409,2023-12-11,2024-06-30,Express,1858,Consumer,USA,South Ashleymouth,Connecticut,P3398,Furniture,Laptops,Both Phone,960.08,4,14.07,2161.8,Credit Card,Shipped
5410,CA-2024-0410,2024-06-02,2024-11-29,Express,1100,Consumer,USA,New Meganport,Hawaii,P3727,Office Supplies,Smartphones,Talk Laptop,775.13,4,19.33,90.94,Credit Card,Cancelled
